  Schema   | Name |        Left arg type        |       Right arg type        |         Result type         |         Function          |                           Description
 pg_catalog | <=   | bigint                      | integer                     | boolean                     | int84le                   | less than or equal
 pg_catalog | <=   | bigint                      | smallint                    | boolean                     | int82le                   | less than or equal
 pg_catalog | <=   | bit                         | bit                         | boolean                     | bitle                     | less than or equal
 pg_catalog | <=   | bit varying                 | bit varying                 | boolean                     | varbitle                  | less than or equal
 pg_catalog | <=   | boolean                     | boolean                     | boolean                     | boolle                    | less than or equal
 pg_catalog | <=   | box                         | box                         | boolean                     | box_le                    | less than or equal by area
 pg_catalog | <=   | bytea                       | bytea                       | boolean                     | byteale                   | less than or equal
 pg_catalog | <=   | "char"                      | "char"                      | boolean                     | charle                    | less than or equal
pg_catalog | <=   | character                   | character                   | boolean                     | bpcharle                  | less than or equal
 pg_catalog | <=   | circle                      | circle                      | boolean                     | circle_le                 | less than or equal by area
 pg_catalog | <=   | date                        | date                        | boolean                     | date_le                   | less than or equal
 pg_catalog | <=   | date                        | timestamp without time zone | boolean                     | date_le_timestamp         | less than or equal
 pg_catalog | <=   | date                        | timestamp with time zone    | boolean                     | date_le_timestamptz       | less than or equal
 pg_catalog | <=   | double precision            | double precision            | boolean                     | float8le                  | less than or equal
 pg_catalog | <=   | double precision            | real                        | boolean                     | float84le                 | less than or equal
 pg_catalog | <=   | inet                        | inet                        | boolean                     | network_le                | less than or equal
 pg_catalog | <=   | integer                     | bigint                      | boolean                     | int48le                   | less than or equal
 pg_catalog | <=   | integer                     | integer                     | boolean                     | int4le                    | less than or equal
 pg_catalog | <=   | integer                     | smallint                    | boolean                     | int42le                   | less than or equal
 pg_catalog | <=   | interval                    | interval                    | boolean                     | interval_le               | less than or equal
 pg_catalog | <=   | jsonb                       | jsonb                       | boolean                     | jsonb_le                  | less than or equal
 pg_catalog | <=   | lseg                        | lseg                        | boolean                     | lseg_le                   | less than or equal by length
 pg_catalog | <=   | macaddr                     | macaddr                     | boolean                     | macaddr_le                | less than or equal
 pg_catalog | <=   | macaddr8                    | macaddr8                    | boolean                     | macaddr8_le               | less than or equal
 pg_catalog | <=   | money                       | money                       | boolean                     | cash_le                   | less than or equal
 pg_catalog | <=   | name                        | name                        | boolean                     | namele                    | less than or equal
 pg_catalog | <=   | numeric                     | numeric                     | boolean                     | numeric_le                | less than or equal
 pg_catalog | <=   | oid                         | oid                         | boolean                     | oidle                     | less than or equal
 pg_catalog | <=   | oidvector                   | oidvector                   | boolean                     | oidvectorle               | less than or equal
 pg_catalog | <=   | path                        | path                        | boolean                     | path_n_le                 | less than or equal
 pg_catalog | <=   | pg_lsn                      | pg_lsn                      | boolean                     | pg_lsn_le                 | less than or equal
 pg_catalog | <=   | real                        | double precision            | boolean                     | float48le                 | less than or equal
 pg_catalog | <=   | real                        | real                        | boolean                     | float4le                  | less than or equal
 pg_catalog | <=   | record                      | record                      | boolean                     | record_le                 | less than or equal
 pg_catalog | <=   | reltime                     | reltime                     | boolean                     | reltimele                 | less than or equal
 pg_catalog | <=   | smallint                    | bigint                      | boolean                     | int28le                   | less than or equal
 pg_catalog | <=   | smallint                    | integer                     | boolean                     | int24le                   | less than or equal
 pg_catalog | <=   | smallint                    | smallint                    | boolean                     | int2le                    | less than or equal
 pg_catalog | <=   | text                        | text                        | boolean                     | text_le                   | less than or equal
 pg_catalog | <=   | tid                         | tid                         | boolean                     | tidle                     | less than or equal
 pg_catalog | <=   | timestamp without time zone | date                        | boolean                     | timestamp_le_date         | less than or equal
 pg_catalog | <=   | timestamp without time zone | timestamp without time zone | boolean                     | timestamp_le              | less than or equal
 pg_catalog | <=   | timestamp without time zone | timestamp with time zone    | boolean                     | timestamp_le_timestamptz  | less than or equal
 pg_catalog | <=   | timestamp with time zone    | date                        | boolean                     | timestamptz_le_date       | less than or equal
 pg_catalog | <=   | timestamp with time zone    | timestamp without time zone | boolean                     | timestamptz_le_timestamp  | less than or equal
 pg_catalog | <=   | timestamp with time zone    | timestamp with time zone    | boolean                     | timestamptz_le            | less than or equal
 pg_catalog | <=   | time without time zone      | time without time zone      | boolean                     | time_le                   | less than or equal
 pg_catalog | <=   | time with time zone         | time with time zone         | boolean                     | timetz_le                 | less than or equal
 pg_catalog | <=   | tinterval                   | tinterval                   | boolean                     | tintervalle               | less than or equal
 pg_catalog | <=   | tsquery                     | tsquery                     | boolean                     | tsquery_le                | less than or equal
 pg_catalog | <=   | tsvector                    | tsvector                    | boolean                     | tsvector_le               | less than or equal
 pg_catalog | <=   | uuid                        | uuid                        | boolean                     | uuid_le                   | less than or equal
 pg_catalog | <>   | abstime                     | abstime                     | boolean                     | abstimene                 | not equal
 pg_catalog | <>   | anyarray                    | anyarray                    | boolean                     | array_ne                  | not equal
 pg_catalog | <>   | anyenum                     | anyenum                     | boolean                     | enum_ne                   | not equal
 pg_catalog | <>   | anyrange                    | anyrange                    | boolean                     | range_ne                  | not equal
 pg_catalog | <>   | bigint                      | bigint                      | boolean                     | int8ne                    | not equal
 pg_catalog | <>   | bigint                      | integer                     | boolean                     | int84ne                   | not equal
 pg_catalog | <>   | bigint                      | smallint                    | boolean                     | int82ne                   | not equal
 pg_catalog | <>   | bit                         | bit                         | boolean                     | bitne                     | not equal
 pg_catalog | <>   | bit varying                 | bit varying                 | boolean                     | varbitne                  | not equal
 pg_catalog | <>   | boolean                     | boolean                     | boolean                     | boolne                    | not equal
 pg_catalog | <>   | bytea                       | bytea                       | boolean                     | byteane                   | not equal
 pg_catalog | <>   | "char"                      | "char"                      | boolean                     | charne                    | not equal
 pg_catalog | <>   | character                   | character                   | boolean                     | bpcharne                  | not equal
 pg_catalog | <>   | circle                      | circle                      | boolean                     | circle_ne                 | not equal by area
 pg_catalog | <>   | date                        | date                        | boolean                     | date_ne                   | not equal
 pg_catalog | <>   | date                        | timestamp without time zone | boolean                     | date_ne_timestamp         | not equal
 pg_catalog | <>   | date                        | timestamp with time zone    | boolean                     | date_ne_timestamptz       | not equal
 pg_catalog | <>   | double precision            | double precision            | boolean                     | float8ne                  | not equal
 pg_catalog | <>   | double precision            | real                        | boolean                     | float84ne                 | not equal
 pg_catalog | <>   | inet                        | inet                        | boolean                     | network_ne                | not equal
 pg_catalog | <>   | integer                     | bigint                      | boolean                     | int48ne                   | not equal
 pg_catalog | <>   | integer                     | integer                     | boolean                     | int4ne                    | not equal
 pg_catalog | <>   | integer                     | smallint                    | boolean                     | int42ne                   | not equal
 pg_catalog | <>   | interval                    | interval                    | boolean                     | interval_ne               | not equal
 pg_catalog | <>   | jsonb                       | jsonb                       | boolean                     | jsonb_ne                  | not equal
 pg_catalog | <>   | lseg                        | lseg                        | boolean                     | lseg_ne                   | not equal
 pg_catalog | <>   | macaddr                     | macaddr                     | boolean                     | macaddr_ne                | not equal
 pg_catalog | <>   | macaddr8                    | macaddr8                    | boolean                     | macaddr8_ne               | not equal
 pg_catalog | <>   | money                       | money                       | boolean                     | cash_ne                   | not equal
 pg_catalog | <>   | name                        | name                        | boolean                     | namene                    | not equal
 pg_catalog | <>   | numeric                     | numeric                     | boolean                     | numeric_ne                | not equal
 pg_catalog | <>   | oid                         | oid                         | boolean                     | oidne                     | not equal
 pg_catalog | <>   | oidvector                   | oidvector                   | boolean                     | oidvectorne               | not equal
 pg_catalog | <>   | pg_lsn                      | pg_lsn                      | boolean                     | pg_lsn_ne                 | not equal
 pg_catalog | <>   | point                       | point                       | boolean                     | point_ne                  | not equal
 pg_catalog | <>   | real                        | double precision            | boolean                     | float48ne                 | not equal
 pg_catalog | <>   | real                        | real                        | boolean                     | float4ne                  | not equal
 pg_catalog | <>   | record                      | record                      | boolean                     | record_ne                 | not equal
 pg_catalog | <>   | reltime                     | reltime                     | boolean                     | reltimene                 | not equal
 pg_catalog | <>   | smallint                    | bigint                      | boolean                     | int28ne                   | not equal
 pg_catalog | <>   | smallint                    | integer                     | boolean                     | int24ne                   | not equal
 pg_catalog | <>   | smallint                    | smallint                    | boolean                     | int2ne                    | not equal
 pg_catalog | <>   | text                        | text                        | boolean                     | textne                    | not equal
 pg_catalog | <>   | tid                         | tid                         | boolean                     | tidne                     | not equal
 pg_catalog | <>   | timestamp without time zone | date                        | boolean                     | timestamp_ne_date         | not equal
 pg_catalog | <>   | timestamp without time zone | timestamp without time zone | boolean                     | timestamp_ne              | not equal
 pg_catalog | <>   | timestamp without time zone | timestamp with time zone    | boolean                     | timestamp_ne_timestamptz  | not equal
 pg_catalog | <>   | timestamp with time zone    | date                        | boolean                     | timestamptz_ne_date       | not equal
 pg_catalog | <>   | timestamp with time zone    | timestamp without time zone | boolean                     | timestamptz_ne_timestamp  | not equal
 pg_catalog | <>   | timestamp with time zone    | timestamp with time zone    | boolean                     | timestamptz_ne            | not equal
 pg_catalog | <>   | time without time zone      | time without time zone      | boolean                     | time_ne                   | not equal
 pg_catalog | <>   | time with time zone         | time with time zone         | boolean                     | timetz_ne                 | not equal
 pg_catalog | <>   | tinterval                   | tinterval                   | boolean                     | tintervalne               | not equal
 pg_catalog | <>   | tsquery                     | tsquery                     | boolean                     | tsquery_ne                | not equal
 pg_catalog | <>   | tsvector                    | tsvector                    | boolean                     | tsvector_ne               | not equal
 pg_catalog | <>   | uuid                        | uuid                        | boolean                     | uuid_ne                   | not equal
 pg_catalog | <>   | xid                         | integer                     | boolean                     | xidneqint4                | not equal
 pg_catalog | <>   | xid                         | xid                         | boolean                     | xidneq                    | not equal
 pg_catalog | <?>  | abstime                     | tinterval                   | boolean                     | intinterval               | is contained by
 pg_catalog | <@   | anyarray                    | anyarray                    | boolean                     | arraycontained            | is contained by
 pg_catalog | <@   | anyelement                  | anyrange                    | boolean                     | elem_contained_by_range   | is contained by
 pg_catalog | <@   | anyrange                    | anyrange                    | boolean                     | range_contained_by        | is contained by
 pg_catalog | <@   | box                         | box                         | boolean                     | box_contained             | is contained by
 pg_catalog | <@   | circle                      | circle                      | boolean                     | circle_contained          | is contained by
 pg_catalog | <@   | jsonb                       | jsonb                       | boolean                     | jsonb_contained           | is contained by
 pg_catalog | <@   | lseg                        | box                         | boolean                     | on_sb                     | is contained by
 pg_catalog | <@   | lseg                        | line                        | boolean                     | on_sl                     | lseg on line
 pg_catalog | <@   | point                       | box                         | boolean                     | on_pb                     | point inside box
 pg_catalog | <@   | point                       | circle                      | boolean                     | pt_contained_circle       | is contained by
 pg_catalog | <@   | point                       | line                        | boolean                     | on_pl                     | point on line
 pg_catalog | <@   | point                       | lseg                        | boolean                     | on_ps                     | is contained by
 pg_catalog | <@   | point                       | path                        | boolean                     | on_ppath                  | point within closed path, or point on open path
pg_catalog | <@   | point                       | polygon                     | boolean                     | pt_contained_poly         | is contained by
 pg_catalog | <@   | polygon                     | polygon                     | boolean                     | poly_contained            | is contained by
 pg_catalog | <@   | tsquery                     | tsquery                     | boolean                     | tsq_mcontained            | is contained by
 pg_catalog | <^   | box                         | box                         | boolean                     | box_below_eq              | is below (allows touching)
 pg_catalog | <^   | point                       | point                       | boolean                     | point_below               | is below
 pg_catalog | =    | abstime                     | abstime                     | boolean                     | abstimeeq                 | equal
 pg_catalog | =    | aclitem                     | aclitem                     | boolean                     | aclitemeq                 | equal
 pg_catalog | =    | anyarray                    | anyarray                    | boolean                     | array_eq                  | equal
 pg_catalog | =    | anyenum                     | anyenum                     | boolean                     | enum_eq                   | equal
 pg_catalog | =    | anyrange                    | anyrange                    | boolean                     | range_eq                  | equal
 pg_catalog | =    | bigint                      | bigint                      | boolean                     | int8eq                    | equal
 pg_catalog | =    | bigint                      | integer                     | boolean                     | int84eq                   | equal
 pg_catalog | =    | bigint                      | smallint                    | boolean                     | int82eq                   | equal
 pg_catalog | =    | bit                         | bit                         | boolean                     | biteq                     | equal
 pg_catalog | =    | bit varying                 | bit varying                 | boolean                     | varbiteq                  | equal
 pg_catalog | =    | boolean                     | boolean                     | boolean                     | booleq                    | equal
 pg_catalog | =    | box                         | box                         | boolean                     | box_eq                    | equal by area
 pg_catalog | =    | bytea                       | bytea                       | boolean                     | byteaeq                   | equal
 pg_catalog | =    | "char"                      | "char"                      | boolean                     | chareq                    | equal
 pg_catalog | =    | character                   | character                   | boolean                     | bpchareq                  | equal
 pg_catalog | =    | cid                         | cid                         | boolean                     | cideq                     | equal
 pg_catalog | =    | circle                      | circle                      | boolean                     | circle_eq                 | equal by area
 pg_catalog | =    | date                        | date                        | boolean                     | date_eq                   | equal
 pg_catalog | =    | date                        | timestamp without time zone | boolean                     | date_eq_timestamp         | equal
 pg_catalog | =    | date                        | timestamp with time zone    | boolean                     | date_eq_timestamptz       | equal
 pg_catalog | =    | double precision            | double precision            | boolean                     | float8eq                  | equal
 pg_catalog | =    | double precision            | real                        | boolean                     | float84eq                 | equal
 pg_catalog | =    | inet                        | inet                        | boolean                     | network_eq                | equal
 pg_catalog | =    | integer                     | bigint                      | boolean                     | int48eq                   | equal
 pg_catalog | =    | integer                     | integer                     | boolean                     | int4eq                    | equal
 pg_catalog | =    | integer                     | smallint                    | boolean                     | int42eq                   | equal
 pg_catalog | =    | interval                    | interval                    | boolean                     | interval_eq               | equal
 pg_catalog | =    | jsonb                       | jsonb                       | boolean                     | jsonb_eq                  | equal
 pg_catalog | =    | line                        | line                        | boolean                     | line_eq                   | equal
 pg_catalog | =    | lseg                        | lseg                        | boolean                     | lseg_eq                   | equal
 pg_catalog | =    | macaddr                     | macaddr                     | boolean                     | macaddr_eq                | equal
 pg_catalog | =    | macaddr8                    | macaddr8                    | boolean                     | macaddr8_eq               | equal
 pg_catalog | =    | money                       | money                       | boolean                     | cash_eq                   | equal
 pg_catalog | =    | name                        | name                        | boolean                     | nameeq                    | equal
 pg_catalog | =    | numeric                     | numeric                     | boolean                     | numeric_eq                | equal
 pg_catalog | =    | oid                         | oid                         | boolean                     | oideq                     | equal
 pg_catalog | =    | oidvector                   | oidvector                   | boolean                     | oidvectoreq               | equal
 pg_catalog | =    | path                        | path                        | boolean                     | path_n_eq                 | equal
 pg_catalog | =    | pg_lsn                      | pg_lsn                      | boolean                     | pg_lsn_eq                 | equal
 pg_catalog | =    | real                        | double precision            | boolean                     | float48eq                 | equal
 pg_catalog | =    | real                        | real                        | boolean                     | float4eq                  | equal
 pg_catalog | =    | record                      | record                      | boolean                     | record_eq                 | equal
 pg_catalog | =    | reltime                     | reltime                     | boolean                     | reltimeeq                 | equal
 pg_catalog | =    | smallint                    | bigint                      | boolean                     | int28eq                   | equal
 pg_catalog | =    | smallint                    | integer                     | boolean                     | int24eq                   | equal
 pg_catalog | =    | smallint                    | smallint                    | boolean                     | int2eq                    | equal
 pg_catalog | =    | text                        | text                        | boolean                     | texteq                    | equal
 pg_catalog | =    | tid                         | tid                         | boolean                     | tideq                     | equal
 pg_catalog | =    | timestamp without time zone | date                        | boolean                     | timestamp_eq_date         | equal
 pg_catalog | =    | timestamp without time zone | timestamp without time zone | boolean                     | timestamp_eq              | equal
 pg_catalog | =    | timestamp without time zone | timestamp with time zone    | boolean                     | timestamp_eq_timestamptz  | equal
 pg_catalog | =    | timestamp with time zone    | date                        | boolean                     | timestamptz_eq_date       | equal
 pg_catalog | =    | timestamp with time zone    | timestamp without time zone | boolean                     | timestamptz_eq_timestamp  | equal
pg_catalog | =    | timestamp with time zone    | timestamp with time zone    | boolean                     | timestamptz_eq            | equal
 pg_catalog | =    | time without time zone      | time without time zone      | boolean                     | time_eq                   | equal
 pg_catalog | =    | time with time zone         | time with time zone         | boolean                     | timetz_eq                 | equal
 pg_catalog | =    | tinterval                   | tinterval                   | boolean                     | tintervaleq               | equal
 pg_catalog | =    | tsquery                     | tsquery                     | boolean                     | tsquery_eq                | equal
 pg_catalog | =    | tsvector                    | tsvector                    | boolean                     | tsvector_eq               | equal
 pg_catalog | =    | uuid                        | uuid                        | boolean                     | uuid_eq                   | equal
 pg_catalog | =    | xid                         | integer                     | boolean                     | xideqint4                 | equal
 pg_catalog | =    | xid                         | xid                         | boolean                     | xideq                     | equal
 pg_catalog | >    | abstime                     | abstime                     | boolean                     | abstimegt                 | greater than
 pg_catalog | >    | anyarray                    | anyarray                    | boolean                     | array_gt                  | greater than
 pg_catalog | >    | anyenum                     | anyenum                     | boolean                     | enum_gt                   | greater than
 pg_catalog | >    | anyrange                    | anyrange                    | boolean                     | range_gt                  | greater than
 pg_catalog | >    | bigint                      | bigint                      | boolean                     | int8gt                    | greater than
 pg_catalog | >    | bigint                      | integer                     | boolean                     | int84gt                   | greater than
 pg_catalog | >    | bigint                      | smallint                    | boolean                     | int82gt                   | greater than
 pg_catalog | >    | bit                         | bit                         | boolean                     | bitgt                     | greater than
 pg_catalog | >    | bit varying                 | bit varying                 | boolean                     | varbitgt                  | greater than
 pg_catalog | >    | boolean                     | boolean                     | boolean                     | boolgt                    | greater than
 pg_catalog | >    | box                         | box                         | boolean                     | box_gt                    | greater than by area
 pg_catalog | >    | bytea                       | bytea                       | boolean                     | byteagt                   | greater than
 pg_catalog | >    | "char"                      | "char"                      | boolean                     | chargt                    | greater than
 pg_catalog | >    | character                   | character                   | boolean                     | bpchargt                  | greater than
 pg_catalog | >    | circle                      | circle                      | boolean                     | circle_gt                 | greater than by area
 pg_catalog | >    | date                        | date                        | boolean                     | date_gt                   | greater than
 pg_catalog | >    | date                        | timestamp without time zone | boolean                     | date_gt_timestamp         | greater than
 pg_catalog | >    | date                        | timestamp with time zone    | boolean                     | date_gt_timestamptz       | greater than
 pg_catalog | >    | double precision            | double precision            | boolean                     | float8gt                  | greater than
 pg_catalog | >    | double precision            | real                        | boolean                     | float84gt                 | greater than
 pg_catalog | >    | inet                        | inet                        | boolean                     | network_gt                | greater than
 pg_catalog | >    | integer                     | bigint                      | boolean                     | int48gt                   | greater than
 pg_catalog | >    | integer                     | integer                     | boolean                     | int4gt                    | greater than
 pg_catalog | >    | integer                     | smallint                    | boolean                     | int42gt                   | greater than
 pg_catalog | >    | interval                    | interval                    | boolean                     | interval_gt               | greater than
 pg_catalog | >    | jsonb                       | jsonb                       | boolean                     | jsonb_gt                  | greater than
 pg_catalog | >    | lseg                        | lseg                        | boolean                     | lseg_gt                   | greater than by length
 pg_catalog | >    | macaddr                     | macaddr                     | boolean                     | macaddr_gt                | greater than
 pg_catalog | >    | macaddr8                    | macaddr8                    | boolean                     | macaddr8_gt               | greater than
 pg_catalog | >    | money                       | money                       | boolean                     | cash_gt                   | greater than
 pg_catalog | >    | name                        | name                        | boolean                     | namegt                    | greater than
 pg_catalog | >    | numeric                     | numeric                     | boolean                     | numeric_gt                | greater than
 pg_catalog | >    | oid                         | oid                         | boolean                     | oidgt                     | greater than
 pg_catalog | >    | oidvector                   | oidvector                   | boolean                     | oidvectorgt               | greater than
 pg_catalog | >    | path                        | path                        | boolean                     | path_n_gt                 | greater than
 pg_catalog | >    | pg_lsn                      | pg_lsn                      | boolean                     | pg_lsn_gt                 | greater than
 pg_catalog | >    | real                        | double precision            | boolean                     | float48gt                 | greater than
 pg_catalog | >    | real                        | real                        | boolean                     | float4gt                  | greater than
 pg_catalog | >    | record                      | record                      | boolean                     | record_gt                 | greater than
 pg_catalog | >    | reltime                     | reltime                     | boolean                     | reltimegt                 | greater than
 pg_catalog | >    | smallint                    | bigint                      | boolean                     | int28gt                   | greater than
 pg_catalog | >    | smallint                    | integer                     | boolean                     | int24gt                   | greater than
 pg_catalog | >    | smallint                    | smallint                    | boolean                     | int2gt                    | greater than
 pg_catalog | >    | text                        | text                        | boolean                     | text_gt                   | greater than
 pg_catalog | >    | tid                         | tid                         | boolean                     | tidgt                     | greater than
 pg_catalog | >    | timestamp without time zone | date                        | boolean                     | timestamp_gt_date         | greater than
 pg_catalog | >    | timestamp without time zone | timestamp without time zone | boolean                     | timestamp_gt              | greater than
 pg_catalog | >    | timestamp without time zone | timestamp with time zone    | boolean                     | timestamp_gt_timestamptz  | greater than
 pg_catalog | >    | timestamp with time zone    | date                        | boolean                     | timestamptz_gt_date       | greater than
 pg_catalog | >    | timestamp with time zone    | timestamp without time zone | boolean                     | timestamptz_gt_timestamp  | greater than
 pg_catalog | >    | timestamp with time zone    | timestamp with time zone    | boolean                     | timestamptz_gt            | greater than
 pg_catalog | >    | time without time zone      | time without time zone      | boolean                     | time_gt                   | greater than
 pg_catalog | >    | time with time zone         | time with time zone         | boolean                     | timetz_gt                 | greater than
 pg_catalog | >    | tinterval                   | tinterval                   | boolean                     | tintervalgt               | greater than
 pg_catalog | >    | tsquery                     | tsquery                     | boolean                     | tsquery_gt                | greater than
 pg_catalog | >    | tsvector                    | tsvector                    | boolean                     | tsvector_gt               | greater than
 pg_catalog | >    | uuid                        | uuid                        | boolean                     | uuid_gt                   | greater than
 pg_catalog | >=   | abstime                     | abstime                     | boolean                     | abstimege                 | greater than or equal
 pg_catalog | >=   | anyarray                    | anyarray                    | boolean                     | array_ge                  | greater than or equal
 pg_catalog | >=   | anyenum                     | anyenum                     | boolean                     | enum_ge                   | greater than or equal
 pg_catalog | >=   | anyrange                    | anyrange                    | boolean                     | range_ge                  | greater than or equal
 pg_catalog | >=   | bigint                      | bigint                      | boolean                     | int8ge                    | greater than or equal
 pg_catalog | >=   | bigint                      | integer                     | boolean                     | int84ge                   | greater than or equal
 pg_catalog | >=   | bigint                      | smallint                    | boolean                     | int82ge                   | greater than or equal
 pg_catalog | >=   | bit                         | bit                         | boolean                     | bitge                     | greater than or equal
 pg_catalog | >=   | bit varying                 | bit varying                 | boolean                     | varbitge                  | greater than or equal
 pg_catalog | >=   | boolean                     | boolean                     | boolean                     | boolge                    | greater than or equal
 pg_catalog | >=   | box                         | box                         | boolean                     | box_ge                    | greater than or equal by area
 pg_catalog | >=   | bytea                       | bytea                       | boolean                     | byteage                   | greater than or equal
 pg_catalog | >=   | "char"                      | "char"                      | boolean                     | charge                    | greater than or equal
 pg_catalog | >=   | character                   | character                   | boolean                     | bpcharge                  | greater than or equal
 pg_catalog | >=   | circle                      | circle                      | boolean                     | circle_ge                 | greater than or equal by area
 pg_catalog | >=   | date                        | date                        | boolean                     | date_ge                   | greater than or equal
 pg_catalog | >=   | date                        | timestamp without time zone | boolean                     | date_ge_timestamp         | greater than or equal
 pg_catalog | >=   | date                        | timestamp with time zone    | boolean                     | date_ge_timestamptz       | greater than or equal
 pg_catalog | >=   | double precision            | double precision            | boolean                     | float8ge                  | greater than or equal
 pg_catalog | >=   | double precision            | real                        | boolean                     | float84ge                 | greater than or equal
 pg_catalog | >=   | inet                        | inet                        | boolean                     | network_ge                | greater than or equal
 pg_catalog | >=   | integer                     | bigint                      | boolean                     | int48ge                   | greater than or equal
 pg_catalog | >=   | integer                     | integer                     | boolean                     | int4ge                    | greater than or equal
 pg_catalog | >=   | integer                     | smallint                    | boolean                     | int42ge                   | greater than or equal
 pg_catalog | >=   | interval                    | interval                    | boolean                     | interval_ge               | greater than or equal
 pg_catalog | >=   | jsonb                       | jsonb                       | boolean                     | jsonb_ge                  | greater than or equal
 pg_catalog | >=   | lseg                        | lseg                        | boolean                     | lseg_ge                   | greater than or equal by length
 pg_catalog | >=   | macaddr                     | macaddr                     | boolean                     | macaddr_ge                | greater than or equal
 pg_catalog | >=   | macaddr8                    | macaddr8                    | boolean                     | macaddr8_ge               | greater than or equal
 pg_catalog | >=   | money                       | money                       | boolean                     | cash_ge                   | greater than or equal
 pg_catalog | >=   | name                        | name                        | boolean                     | namege                    | greater than or equal
 pg_catalog | >=   | numeric                     | numeric                     | boolean                     | numeric_ge                | greater than or equal
 pg_catalog | >=   | oid                         | oid                         | boolean                     | oidge                     | greater than or equal
 pg_catalog | >=   | oidvector                   | oidvector                   | boolean                     | oidvectorge               | greater than or equal
 pg_catalog | >=   | path                        | path                        | boolean                     | path_n_ge                 | greater than or equal
 pg_catalog | >=   | pg_lsn                      | pg_lsn                      | boolean                     | pg_lsn_ge                 | greater than or equal
 pg_catalog | >=   | real                        | double precision            | boolean                     | float48ge                 | greater than or equal
 pg_catalog | >=   | real                        | real                        | boolean                     | float4ge                  | greater than or equal
 pg_catalog | >=   | record                      | record                      | boolean                     | record_ge                 | greater than or equal
 pg_catalog | >=   | reltime                     | reltime                     | boolean                     | reltimege                 | greater than or equal
 pg_catalog | >=   | smallint                    | bigint                      | boolean                     | int28ge                   | greater than or equal
 pg_catalog | >=   | smallint                    | integer                     | boolean                     | int24ge                   | greater than or equal
 pg_catalog | >=   | smallint                    | smallint                    | boolean                     | int2ge                    | greater than or equal
 pg_catalog | >=   | text                        | text                        | boolean                     | text_ge                   | greater than or equal
 pg_catalog | >=   | tid                         | tid                         | boolean                     | tidge                     | greater than or equal
 pg_catalog | >=   | timestamp without time zone | date                        | boolean                     | timestamp_ge_date         | greater than or equal
 pg_catalog | >=   | timestamp without time zone | timestamp without time zone | boolean                     | timestamp_ge              | greater than or equal
 pg_catalog | >=   | timestamp without time zone | timestamp with time zone    | boolean                     | timestamp_ge_timestamptz  | greater than or equal
 pg_catalog | >=   | timestamp with time zone    | date                        | boolean                     | timestamptz_ge_date       | greater than or equal
 pg_catalog | >=   | timestamp with time zone    | timestamp without time zone | boolean                     | timestamptz_ge_timestamp  | greater than or equal
 pg_catalog | >=   | timestamp with time zone    | timestamp with time zone    | boolean                     | timestamptz_ge            | greater than or equal
 pg_catalog | >=   | time without time zone      | time without time zone      | boolean                     | time_ge                   | greater than or equal
 pg_catalog | >=   | time with time zone         | time with time zone         | boolean                     | timetz_ge                 | greater than or equal
 pg_catalog | >=   | tinterval                   | tinterval                   | boolean                     | tintervalge               | greater than or equal
 pg_catalog | >=   | tsquery                     | tsquery                     | boolean                     | tsquery_ge                | greater than or equal
 pg_catalog | >=   | tsvector                    | tsvector                    | boolean                     | tsvector_ge               | greater than or equal
 pg_catalog | >=   | uuid                        | uuid                        | boolean                     | uuid_ge                   | greater than or equal
 pg_catalog | >>   | anyrange                    | anyrange                    | boolean                     | range_after               | is right of
 pg_catalog | >>   | bigint                      | integer                     | bigint                      | int8shr                   | bitwise shift right
 pg_catalog | >>   | bit                         | integer                     | bit                         | bitshiftright             | bitwise shift right
 pg_catalog | >>   | box                         | box                         | boolean                     | box_right                 | is right of
 pg_catalog | >>   | circle                      | circle                      | boolean                     | circle_right              | is right of
 pg_catalog | >>   | inet                        | inet                        | boolean                     | network_sup               | is supernet
 pg_catalog | >>   | integer                     | integer                     | integer                     | int4shr                   | bitwise shift right
 pg_catalog | >>   | point                       | point                       | boolean                     | point_right               | is right of
 pg_catalog | >>   | polygon                     | polygon                     | boolean                     | poly_right                | is right of
 pg_catalog | >>   | smallint                    | integer                     | smallint                    | int2shr                   | bitwise shift right
 pg_catalog | >>=  | inet                        | inet                        | boolean                     | network_supeq             | is supernet or equal
 pg_catalog | >^   | box                         | box                         | boolean                     | box_above_eq              | is above (allows touching)
 pg_catalog | >^   | point                       | point                       | boolean                     | point_above               | is above
 pg_catalog | ?    | jsonb                       | text                        | boolean                     | jsonb_exists              | key exists
 pg_catalog | ?#   | box                         | box                         | boolean                     | box_overlap               | deprecated, use && instead
 pg_catalog | ?#   | line                        | box                         | boolean                     | inter_lb                  | intersect
 pg_catalog | ?#   | line                        | line                        | boolean                     | line_intersect            | intersect
 pg_catalog | ?#   | lseg                        | box                         | boolean                     | inter_sb                  | intersect
 pg_catalog | ?#   | lseg                        | line                        | boolean                     | inter_sl                  | intersect
 pg_catalog | ?#   | lseg                        | lseg                        | boolean                     | lseg_intersect            | intersect
 pg_catalog | ?#   | path                        | path                        | boolean                     | path_inter                | intersect
 pg_catalog | ?&   | jsonb                       | text[]                      | boolean                     | jsonb_exists_all          | all keys exist
 pg_catalog | ?-   | point                       | point                       | boolean                     | point_horiz               | horizontally aligned
 pg_catalog | ?-   |                             | line                        | boolean                     | line_horizontal           | horizontal
 pg_catalog | ?-   |                             | lseg                        | boolean                     | lseg_horizontal           | horizontal
